word_id,frequency
13,2
20,2
4,2
0,2
11,2
22,2
3,2
10,2
23,2
2,2
21,2
17,2
8,2
9,2
18,2
15,2
12,2
19,2
5,2
7,1
14,1
16,1
1,1
6,1
